0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290
TJ 내가 부르려고 정리한 노래방 뮤넘버 노래방에서 검색하기 귀찮아서  메모장에 정리해둔건데 공유해!,뮤지컬로 검색했을때 나오는 넘버들이고  내가 아는 노래들 위주로 정리한거라  없는거 무조건있음!!,"(특히 중소극장,안본거..",잘몰라)  직접적은거라 번호나 제목 오타있을수있어!!,도움되는 바발있길~~   드큘  82221 Please Don't Make Me Love You  23951 loving you keeps Me Alive (영)  82351 loving you keeps Me Alive (한)  82343 Fresh blood  82381 Its over  웃남  82220 나무위의천사  42350 웃는남자  82053 캔잇비  81600 모두의세상  76858 그눈을떠  83896 세상은잔인한곳  데놋  82177 불쌍한인간  82129 놈의마음속으로  82054 게임의시작  46897 데스노트  82263 비밀의메시지  프랑켄  82201 단하나의미래  82132 후회  93848 너의꿈속에서  24422 난괴물  24360 산다는거  82424 한잔술에 인생을담아  42292 위대한 생명창조의 역사가 시작된다 지킬  16364 지금이순간  82185 컨프롱  16955 당신이나를 받아준다면  16727 뉴랖  레베카  89110 신이여  45318 행복을병속에담는법  45317 하루또하루  45311 영원한생명  45296 놀라운평범함  45471 레베카  엘리자벳  45301 마지막춤  45291 나는나만의것  29234 그림자는길어지고  킹키부츠  82369 land of lola  82411 Everybody say yeah  82429 Raise you up  황태자루돌프  45287 알수없는그곳으로  45284 날시험한순간  82249 알수없는길  24420 사랑이야 팬텀 93899 이그그품  93898 그어디에  93900 내고향  서편제  24252 in your eyes  96364 살다보면  45310 연가  모차르트  37757 황금별  37429 나는나는음악  32300 내운명피하고싶어  45314 왜나를 사랑하지않나요,45304 사랑하면서로를알수있어  45293 난예술가의 아내라  헤드윅  31516 슈가대디  30747 the origin of love  21132 Wicked little town (영)  20985 wig in a box (영)  21254 Midnight radio (영)  노트르담드파리  31407 아름답다,30825 82329(홍) 춤을춰요,에스메랄다  30810 대성당들의 시대  지저스크라이스트수퍼스타  37729 겟세마네  37697 마음속의천국  몬테크리스토  32813 언제나 그대곁에  42395 과거의내모습  45305 세월이흘러  37736 지옥송 위키드  23422 디파잉그래비티 (영)  82382 디파잉그래비티 (한)  신흥무관학교  78960 내가술래가되면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스위니 무대가 좀 빈약한 편이야??,글들 보니까 그 3층짜리 철판??,"그게 전부라는 소리가 있던데,웃는남자나 드라큘라, 프랑켄슈타인과 같은무대 전환은 기대하면 안됨??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
킹키 같은 뮤 추천 좀 부탁해 머글 뉴비인데 닥눈삼 해야하지만 넘 궁금해서 여기다 물어볼게!,"이번에 킹키에 완전 빠져서 회전문 돌고 있어내가 예전에 팬텀, 웃는남자, 올슉업도 다 봤었는데그땐 이렇게까지 안 빠졌었는데 요즘에 맨날 킹키 박제 영상 보고 있어...",그래서 킹키 같은 볼 만한 뮤 없을까?,이번에 뮤지컬 브로드웨이 42번가 하던데,그거랑 킹키랑 비슷하려나...?,아무리 찾아도 안나오는데 연뮤덕들 추천 좀 부탁해!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 오늘 웃남,막공 딱 한달 되는 날이라 웃남 후기 갤볻하는데 하.....,웃남,보고싶다,또보고싶어갈때마다 세종 무너지고 박수치다가 손 다 멍들고 그랬는데........,아무리생각해도 쿄윈 은윈 박제가 하나도 없었다는건 말이안돰   쿄윈 웃놈 진짜 개미친놈이었는데....  -,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수트송 TJ 추천눌러주자 진짜 노래방에서 난리치면서 부르기 딱 좋은 노랜데 애매한 듀엣곡들은 많이 넣으면서 중요한걸 안넣네수트송디파잉파퓰러사랑은 마치엘리자벳 넘버들모차르트 넘버들웃는남자 넘버들다 내꺼야들어가서 추천 한번씩 하자!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다시 정리한 자리 불판 모음(자리질문전 참고) 엄청 도움되는 시야 정리 싸이트<뮤연통 자리불판>뮤연통에 올라온 자리불판 모음.,충무아트센터 (현재작품 : 킹키부츠)킹키부츠 블루스퀘어 신한카드홀 (현재작품 : 엘리자벳)엘리자벳   샤롯데 (현재작품 : 다웃파이어) 마타하리 마타 자리별 후기++ 다웃파 자리불판이 없던가?,갤검해도 안나와서예술의전당  데스노트세종문화회관 웃는남자 계명아트센터 - 대구 : 작품상관없음.,많관부서울 공연장 좌석수 모음뮤연통에 올라온 자리불판은 아니지만 대학로 및 다른 극장 자리불판은 이곳에 (뮤연통정리글)자리불판 업뎃 되거나 데이터 쌓일때마다 끌올해볼게지겨워도 이해해줘검색에 걸리게 자리불판자리불판 모음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai가 그려준 넘버 가사 그림2 심심해서 또 들고 왔음 최대한 가사랑 넘버 제목이랑 배역 이름 넣어서 만들어봄Why shuold I die?!,왜 죽나요,보여줘요 내 죽음이 갖게 될 의미알려줘요,내 죽음이 갖게 될 영광헛된 죽음 아니란 걸 보여줘,제발난 거부조차 할 수 없는 존잰가요,왜<지저스 크라이스트 슈퍼스타> 겟세마네 나는 나 돈키호테!,라만차의 기사운명이여 내가 간다,거친 바람이 불어와 나를 깨운다,날 휘몰아 가는구나그 어느 곳이라도 영광을 향해 가자!,<맨 오브 라만차> Man of La mancha 내 한계를 넘어 더 가볼 수 있을까?,날 향한 의심을 지울 수 있을까?,진실 앞에 서서 물러서지 않으며운명에 맞서는 왕의 길을 난 가리라,<엑스칼리버> 왕이 된다는 것 천만에 넌 단지 거울 속 허상눈 감아 사라질 신기루그럴까?,껍데기 네 안에 있어끝까지 존재해 네 속에<지킬 앤 하이드> Confrontaition 전 최고로 높은 귀족이 됐죠,이 흉터는 사라지지 않지만다 그렇죠,완벽할 순 없어요,고귀하신 여러분조차도<웃는남자> 그 눈을 떠 눈 속에서 길을 잃고뼛속까지 얼어붙어굶어죽길 기다려 본 적 있는지요빵 한 조각 석탄 조각구걸하며 우는 기분 모를 거야,그 눈을 뜨기 전엔<웃는남자> 그 눈을 떠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ai가 그려준 넘버가사 그림 ai한테 글이나 키워드를 입력하면 그림을 그려주는 곳이 있더라고, 그래서 갖가지 걸 넣어서 그려보다가 넘버가사 넣어서 한번 받은거 올려봄그댄 내게 단 한사람, 내 허무한 삶의 유일한 빛.","당신만이 날 채워줄 나의 사랑<드라큘라> Loving You Keeps Me Alive우리의 인연은 시간을 넘어 함께 할 운명, 이제 내게 돌아와 함께 춤춰요 새벽을 향하여<드라큘라> Loving You Keeps Me Alive나는 장조 나는 단조 나는 화음 나는 멜로디, 나의 단어 나의 문장 나의 느낌 나의 리듬 음악속에, 나는 박자 나는 쉼표 나는 하모니 나는 포르테 나는피아노 춤과 판타지, 나는 음악<모차르트!>",나는 나는 음악숨 막히는 두려움 이 운명의 무게 질문에는 침묵만 아무도 대답하지 않구나 볼 수 없는 찰나 숨 막히는 순간 날 따라오는 그림자 언젠가 날 죽이고 말거야!,<모차르트!>,"내 운명 피하고 싶어내 영혼 바쳐서 그녀를 찾겠어 순결한 나만의 천사, 알 수 있어 환상이 아니야.",그대는 내게로 와 나의 음악이 되리라<팬텀> 그 어디에어딘가 날 위해 부르는 너의 노래 다시 들려오는 그 천국이 있을까?,나 이제 너에게로 갈게<웃는남자> Can It Be - reprise그림 두개 이상 있는건 가사만 입력했냐,안했냐의 차이임.,내 운명 피하고 싶어랑 캔잇비맆은 넘버에 극 제목이나 배역 이름을 넣으면 이게 뭔가 싶은 그림이 나와서 그냥 가사만 넣어버렸음 문제시 자삭할게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
올해 여름에 아직도 머물러있다,데스노트 웃는남자 아이다..,올 여름 내 회전극들 그리워 죽겠다..,귀에서 나만 맨날 데스노트 커튼콜 음악 + 나위천 전주 + 자 얘들아 ~ 생각나는거 아니지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x100 난 아직도 웃남 후유증에 허우적대며 살고 있어...,나만 그런거 아니지....?,나 얼마전부터 원작도 읽기 시작했거든,진짜 웃남,절대 못 헤어나온다....,눈이 먼 데아만 그윈플렌을 볼 수 있었다는 표현이참...,그리고 뮤에서는 애기 그윈플렌이 애기 데아 구하는 장면이 처음에 짧게 나오잖아,그래서 그다지 실감하지 못했는데 다시 생각해보면 그윈플렌도 죽을 위기였는데그 작은 애기가  더 작은 애기를 살리려고 추위랑 사투를 해가면서 우르수스한테 찾아간거잖아,그윈플렌은 데아에게 새 삶을 준 구원자나 마찬가지라는게 원작을 읽으니까 더 잘 느껴지더라,둘이 그렇게 서로 사랑하는 것도 이해가 됐어,나는..,어휴 진짜아침에 눈 뜨면 나무위의천사 듣고...,점심에는 궁전...,가든파티.....,내안괴...,그눈을떠..,웃는놈..,밤에는 캔잇비..,눈물은강물에(난 이상하게 눈물은 강물에가 너무 슬프더라)....,새벽에는 원작읽으면서 세상은쟈니난곳...,대혼란을 무찌르다...,자장가....,웃는남자 오케스트라버전...,에휴 그냥 내 삶이 전부 다 웃는남자야  끝난 극에 미련 남아서 이렇게 질척대는거...,나만 그러는거 아니지...?,떠난지 얼마 안됐는데도 웃남 너무 그립고 너무 보고싶다  후유증 너무 지독해,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 페어다,양준모 신영숙 흐흫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 감독판 이제 볼수없는거야?,유료로라도 뉴깡 필모에 있든데..,보고싶다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 웃남 보고싶다 이지만 세종까지 2시간반정도 꼬박 걸리는데 가는동안 여름이라서 너무너무 힘들고 매번 현타에 빠지고 가진 표 양도할까,생각을 전날까지 하다가 참 내가 왜이러지,하면서도 매번 갔거든,근데 공연장 앉아서 바이올린 켜는거 보기 시작하면 점점 꿈속으로 빨려들어가는 기분이었음.,공연 끝나고 나오는길에 멍하게 꿈에서 깬 기분으로 활기차게 흥분해서 또 두시간반 걸려서 집에갔는데 그땐 하나도 안 힘들었어,내일도 또 자책하면서 내가 왜 거기까지 이고생을 하며 가냐...,하고 출발해야할거같은데 이제 막은 안올라 22년의 여름은 웃는남자로 기억될거같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아 진짜 너무 보고싶다 아이다데스노트웃는남자아...,진짜 너무 보고싶어...,오슷도 없어....,믿을수가없어...,잔인한 세상이야...,겟빠이아 아예.....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ노래방 뮤지컬 메들리(노래방 반주) 메들리 정보37757 황금별(뮤지컬'모짜르트'OST) 신영숙 [00:00~03:34]81600 모두의세상(I Could Change the World)(뮤지컬'웃는남자'OST) 박효신 [03:34~06:24]16364 지금이순간(This Is The Moment)(지킬앤하이드OST) 조승우 [06:24~09:15]93898 그어디에(Where In The World)(뮤지컬'팬텀'OST) 카이 [09:15~12:30]45297 누가죄인인가,(뮤지컬'영웅'OST) 정성화 [12:30~17:53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
